District Code	Mean Scale Score	Percentage Advanced	Percentage Proficient	Percentage Basic	Percentage Below Basic	Percentage Far Below Basic
0	305.9	3	15	26	39	16
0	*	*	*	*	*	*
0	275.6	0	0	45	27	27
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	373.6	27	45	9	18	0
0	307.0	0	33	25	42	0
0	342.2	18	27	36	18	0
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	341.7	25	28	25	17	6
0	364.3	14	53	25	8	0
0	354.3	10	52	10	28	0
0	345.2	14	31	31	21	3
0	324.1	3	30	36	21	9
0	331.5	3	30	45	15	6
0	337.5	8	29	44	14	5
0	373.5	23	44	23	9	2
0	321.2	0	29	43	14	14
0	358.3	21	25	30	24	0
0	349.7	14	46	23	11	7
0	351.6	16	37	25	23	0
0	320.1	5	24	29	25	17
0	335.1	8	32	31	19	10
0	315.0	5	22	30	27	17
0	331.9	13	26	28	25	8
0	315.1	8	23	26	30	13
0	334.0	6	37	31	17	10
0	317.2	4	17	43	23	13
0	302.4	0	11	42	37	11
0	326.3	11	20	31	16	21
0	307.8	9	18	24	31	18
0	329.6	4	32	38	20	7
0	292.6	0	7	36	43	14
0	*	*	*	*	*	*
0	290.8	0	9	36	18	36
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	325.1	8	21	50	4	17
0	*	*	*	*	*	*
0	291.8	0	8	42	25	25
0	338.2	21	21	26	19	13
0	298.0	0	17	29	29	25
0	286.3	0	0	27	64	9
0	*	*	*	*	*	*
0	308.5	5	16	35	14	30
0	314.8	0	5	52	33	10
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	310.2	5	18	28	28	21
0	321.8	3	28	33	25	13
0	283.5	0	0	24	53	24
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	325.4	6	26	49	11	9
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	320.4	0	34	29	17	20
0	*	*	*	*	*	*
0	292.1	0	10	28	45	17
0	*	*	*	*	*	*
0	304.4	4	15	35	15	31
0	328.9	5	18	45	21	11
0	*	*	*	*	*	*
0	327.8	6	25	47	11	11
0	*	*	*	*	*	*
0	298.3	0	10	42	32	16
0	294.4	1	9	30	41	18
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	*	*	*	*	*	*
0	430.1	73	18	4	3	2
0	474.1	81	14	2	2	1
0	396.0	47	32	15	5	1
0	466.8	73	19	6	2	0
0	420.4	72	19	7	1	0
0	448.9	77	17	5	1	0
0	413.8	50	37	12	2	1
0	409.8	63	28	8	1	0
0	465.5	65	27	6	2	0
0	406.0	60	31	8	1	0
0	432.9	59	30	9	2	0
0	412.6	63	29	7	1	0
0	419.2	54	33	11	2	0
0	459.1	65	29	4	2	0
0	*	*	*	*	*	*
0	437.3	58	36	5	1	0
0	453.6	66	26	3	6	0
0	375.1	24	44	23	7	2
0	402.0	55	27	14	3	1
0	454.3	71	19	6	3	1
0	409.8	62	26	9	2	1
0	405.4	36	42	15	6	1
0	*	*	*	*	*	*
0	377.4	25	42	24	9	1
0	*	*	*	*	*	*
